record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.stance_time_percent[percent],record.stance_time[ms],record.vertical_ratio[percent],record.stance_time_balance[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.developer.0.Power[Watts],record.developer.0.Cadence[SPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],record.developer.0.Elevation[Meters],
"852365142","626433804","159500301","376.72","60.0","2.995","73.0","39.75","264.0","7.12","50.12","997.0","300","137","90","17","1","0.5","60.0","2.995","214","90","262","5.5","73","12.5","2",
"852365143","626434128","159500452","379.87","59.799999999999955","3.004","73.0","40.0","265.0","7.21","50.12","1000.0","300","137","90","17","1","0.5","59.799999999999955","3.004","214","90","262","5.625","73","12.375","2",
"852365144","626434440","159500609","382.91","59.799999999999955","3.004","74.0","39.5","262.0","7.21","50.12","999.0","300","137","90","17","1","0.0","59.799999999999955","3.004","200","91","266","5.625","74","12.5","2",
"852365145","626434683","159500769","385.35","59.60000000000002","3.014","74.0","39.5","262.0","7.21","50.12","1000.0","300","137","90","17","1","0.5","59.60000000000002","3.014","198","91","272","5.625","74","12.5","2",
"852365146","626434932","159500850","387.71","59.799999999999955","3.014","73.0","39.75","263.0","7.03","50.12","1002.0","300","137","90","17","1","0.5","59.799999999999955","3.014","199","92","272","5.375","71","11.875","1",
"852365147","626435190","159500945","390.18","59.799999999999955","2.986","73.0","39.75","262.0","7.12","50.12","999.0","300","136","90","17","1","0.5","59.799999999999955","2.986","203","89","262","5.625","73","12.5","1",
"852365148","626435475","159501095","392.97","60.0","2.967","73.0","39.5","261.0","7.21","50.12","979.0","300","136","90","17","1","0.5","60.0","2.967","202","91","262","5.625","74","12.625","1",
"852365149","626435762","159501252","395.78","60.39999999999998","2.939","72.2","40.0","264.0","7.5","50.12","895.0","300","137","90","17","1","0.5","60.39999999999998","2.939","209","91","262","5.5","72","12.875","1",
"852365150","626436072","159501438","398.87","60.60000000000002","2.939","72.2","40.0","264.0","7.59","50.12","895.0","300","137","90","17","1","0.5","60.60000000000002","2.939","210","91","260","5.5","72","12.875","1",
"852365151","626436379","159501588","401.86","60.799999999999955","2.939","71.2","40.0","264.0","7.59","50.03","897.0","300","137","91","17","1","0.0","60.799999999999955","2.939","220","91","260","5.5","73","12.875","1",
"852365152","626436720","159501733","405.14","61.0","2.939","71.2","40.25","265.0","7.5","49.93","908.0","300","137","91","17","1","0.0","61.0","2.939","231","90","258","5.625","74","12.875","2",
"852365153","626437040","159501862","408.21","61.200000000000045","2.93","70.2","40.25","264.0","7.5","49.93","908.0","300","137","91","17","1","0.0","61.200000000000045","2.93","248","90","260","5.625","74","12.5","2",
"852365154","626437350","159502022","411.25","61.39999999999998","2.939","70.2","40.0","264.0","7.4","49.84","919.0","300","137","91","17","1","0.0","61.39999999999998","2.939","251","91","260","5.625","74","12.375","2",
"852365155","626437656","159502171","414.22","61.39999999999998","2.948","70.2","40.0","265.0","7.21","49.84","960.0","300","137","91","17","1","0.0","61.39999999999998","2.948","254","91","260","5.5","73","12.375","3",
"852365156","626438031","159502377","417.91","61.200000000000045","2.948","70.2","40.5","267.0","7.21","49.84","962.0","300","137","91","17","1","0.0","61.200000000000045","2.948","251","91","260","5.5","73","12.25","3",
"852365157","626438356","159502550","421.1","61.200000000000045","2.948","69.2","40.25","265.0","7.12","49.75","963.0","300","136","91","17","1","0.0","61.200000000000045","2.948","248","91","262","5.5","73","12.25","2",
"852365158","626438683","159502770","424.4","61.200000000000045","2.958","69.2","40.25","265.0","7.03","49.75","979.0","300","137","91","17","1","0.0","61.200000000000045","2.958","249","90","262","5.5","73","12.25","2",
"852365159","626439019","159502952","427.69","61.0","2.967","70.2","40.0","265.0","7.03","49.75","989.0","300","137","91","17","1","0.0","61.0","2.967","252","92","266","5.5","73","12.125","2",
"852365160","626439335","159503148","430.84","60.799999999999955","2.976","70.2","40.5","267.0","7.03","49.75","999.0","300","136","90","17","1","0.5","60.799999999999955","2.976","259","91","264","5.375","72","12.375","2",
"852365161","626439637","159503306","433.8","60.799999999999955","2.995","70.2","40.5","268.0","6.81","49.84","1012.0","300","135","90","17","1","0.5","60.799999999999955","2.995","266","90","264","5.375","72","12.5","2",
"852365162","626439971","159503483","437.07","60.60000000000002","2.995","69.2","40.25","266.0","6.81","49.84","1013.0","300","134","90","17","1","0.5","60.60000000000002","2.995","269","90","264","5.625","73","12.5","2",
"852365163","626440305","159503666","440.36","60.60000000000002","2.995","69.2","40.25","265.0","6.81","49.84","1014.0","300","133","91","17","1","0.0","60.60000000000002","2.995","270","90","264","5.625","74","12.5","2",
"852365164","626440626","159503847","443.52","60.39999999999998","3.004","69.2","40.25","265.0","6.81","49.84","1012.0","300","133","91","17","1","0.0","60.39999999999998","3.004","276","90","264","5.625","73","12.25","2",
"852365165","626440970","159504035","446.9","60.39999999999998","3.014","69.2","40.0","264.0","6.81","49.75","1012.0","300","131","91","17","1","0.0","60.39999999999998","3.014","274","91","258","5.625","73","12.625","2",
"852365166","626441278","159504219","449.96","60.200000000000045","3.023","69.2","40.0","264.0","6.71","49.75","1017.0","300","131","91","16","1","0.0","60.200000000000045","3.023","266","91","258","5.625","74","12.75","2",
"852365167","626441594","159504394","453.08","60.200000000000045","3.023","70.2","40.0","265.0","6.71","49.75","1018.0","300","131","91","16","1","0.0","60.200000000000045","3.023","257","89","258","5.75","75","12.875","2",
"852365168","626441873","159504551","455.83","60.200000000000045","3.032","71.2","40.25","266.0","6.81","49.75","1029.0","300","131","90","16","1","0.5","60.200000000000045","3.032","252","89","258","5.75","75","12.875","2",
"852365169","626442133","159504704","458.4","60.200000000000045","3.032","72.2","40.0","266.0","6.81","49.75","1027.0","300","132","90","16","1","0.5","60.200000000000045","3.032","241","90","260","5.625","74","12.875","2",
"852365170","626442403","159504864","461.08","60.200000000000045","3.023","71.2","40.25","267.0","6.81","49.75","1009.0","300","131","90","16","1","0.5","60.200000000000045","3.023","231","90","258","5.625","74","12.625","2",
"852365171","626442718","159505049","464.2","60.200000000000045","3.014","71.2","40.5","267.0","6.9","49.75","996.0","300","132","91","16","1","0.0","60.200000000000045","3.014","227","91","258","5.75","75","13.0","2",
"852365172","626442985","159505243","466.92","60.200000000000045","3.004","71.2","40.25","265.0","7.03","49.62","979.0","300","131","91","16","1","0.0","60.200000000000045","3.004","228","91","258","5.75","75","13.0","2",
"852365173","626443251","159505436","469.63","60.200000000000045","3.004","70.2","40.25","265.0","7.12","49.62","962.0","300","131","91","16","1","0.0","60.200000000000045","3.004","225","91","260","5.75","74","12.875","2",
"852365174","626443510","159505599","472.22","60.200000000000045","2.995","71.2","39.75","262.0","7.12","49.62","965.0","300","131","91","16","1","0.0","60.200000000000045","2.995","223","92","256","5.375","72","12.875","1",
"852365175","626443849","159505768","475.53","60.39999999999998","2.986","72.2","40.25","266.0","7.21","49.62","963.0","300","132","90","16","1","0.5","60.39999999999998","2.986","237","91","256","5.5","73","12.75","2",
"852365176","626444127","159505927","478.27","60.200000000000045","2.976","72.2","40.5","269.0","7.31","49.62","955.0","300","132","90","16","1","0.5","60.200000000000045","2.976","237","91","256","5.5","73","12.75","2",
"852365177","626444384","159506093","480.85","60.39999999999998","2.967","72.2","40.5","269.0","7.31","49.62","950.0","300","133","90","16","1","0.0","60.39999999999998","2.967","231","88","256","5.625","74","12.875","2",
"852365178","626444648","159506244","483.45","60.200000000000045","2.967","71.2","40.0","266.0","7.12","49.53","953.0","300","136","90","16","1","0.5","60.200000000000045","2.967","225","89","262","5.875","75","12.625","2",
"852365179","626444942","159506405","486.35","60.200000000000045","2.967","69.2","40.25","267.0","7.03","49.43","947.0","300","136","90","16","1","0.5","60.200000000000045","2.967","231","90","262","5.75","74","12.125","2",
"852365180","626445186","159506565","488.8","60.200000000000045","2.958","69.2","40.5","267.0","7.31","49.31","935.0","300","136","91","16","1","0.0","60.200000000000045","2.958","229","90","266","5.625","73","11.875","2",
"852365181","626445563","159506754","492.47","60.200000000000045","2.948","70.2","40.0","264.0","7.4","49.31","926.0","300","136","91","16","1","0.0","60.200000000000045","2.948","228","90","270","5.625","73","11.875","2",
"852365182","626445848","159506904","495.27","60.200000000000045","2.948","71.2","39.5","260.0","7.4","49.21","925.0","300","135","91","16","1","0.0","60.200000000000045","2.948","236","91","262","5.25","71","12.5","2",
"852365183","626446178","159507087","498.52","60.39999999999998","2.958","71.2","39.5","262.0","7.5","49.21","929.0","300","136","91","16","1","0.0","60.39999999999998","2.958","236","89","262","5.375","72","12.5","2",
"852365184","626446461","159507256","501.32","60.39999999999998","2.958","72.2","39.75","264.0","7.5","49.21","956.0","300","135","90","16","1","0.5","60.39999999999998","2.958","228","90","264","5.375","72","12.625","2",
"852365185","626446785","159507441","504.52","60.39999999999998","2.958","73.0","40.0","266.0","7.4","49.21","972.0","300","135","90","16","1","0.5","60.39999999999998","2.958","231","90","268","5.5","73","12.25","2",
"852365186","626447109","159507615","507.7","60.39999999999998","2.958","72.2","40.25","267.0","7.21","49.21","977.0","300","135","90","16","1","0.5","60.39999999999998","2.958","235","88","268","5.625","73","12.0","2",
"852365187","626447421","159507775","510.75","60.39999999999998","2.967","72.2","40.5","269.0","7.21","49.09","979.0","300","135","90","16","1","0.5","60.39999999999998","2.967","239","90","268","5.5","72","12.25","2",
"852365188","626447692","159507921","513.41","60.200000000000045","2.967","72.2","40.5","269.0","7.12","49.0","987.0","300","135","90","16","1","0.5","60.200000000000045","2.967","240","90","268","5.625","73","12.125","1",
"852365189","626447968","159508104","516.19","60.39999999999998","2.967","72.2","40.5","269.0","7.03","49.0","992.0","300","135","90","16","1","0.5","60.39999999999998","2.967","240","90","268","5.5","72","12.25","1",
"852365190","626448220","159508274","518.73","60.39999999999998","2.967","70.2","40.5","268.0","7.03","49.0","991.0","300","134","90","16","1","0.5","60.39999999999998","2.967","243","90","268","5.5","72","12.25","1",
"852365191","626448466","159508449","521.23","60.39999999999998","2.967","71.2","40.5","268.0","7.12","49.0","986.0","300","135","91","16","1","0.0","60.39999999999998","2.967","245","90","268","5.75","74","12.375","1",
"852365192","626448686","159508632","523.53","60.39999999999998","2.948","71.2","40.5","269.0","7.12","49.0","982.0","300","135","91","16","1","0.0","60.39999999999998","2.948","238","90","258","5.75","74","12.375","1",
"852365193","626448959","159508851","526.37","60.39999999999998","2.93","71.2","40.75","270.0","7.21","49.0","957.0","300","136","90","16","1","0.5","60.39999999999998","2.93","241","90","258","5.625","74","12.625","1",
"852365194","626449232","159509085","529.24","60.39999999999998","2.911","71.2","40.75","270.0","7.31","49.0","929.0","300","136","90","16","1","0.5","60.39999999999998","2.911","245","90","264","5.625","74","12.625","2",
"852365195","626449467","159509345","531.89","60.39999999999998","2.902","71.2","40.5","269.0","7.5","49.09","902.0","300","137","90","16","1","0.5","60.39999999999998","2.902","245","90","264","5.75","74","12.125","2",
"852365196","626449696","159509619","534.53","60.39999999999998","2.883","71.2","40.25","269.0","7.59","49.09","906.0","300","136","90","16","1","0.5","60.39999999999998","2.883","238","90","266","5.5","73","12.125","1",
"852365197","626449966","159509944","537.65","60.200000000000045","2.874","71.2","40.0","265.0","7.5","49.09","908.0","300","136","90","16","1","0.5","60.200000000000045","2.874","239","90","266","5.625","73","12.375","1",
"852365198","626450200","159510274","540.53","60.200000000000045","2.874","71.2","40.0","265.0","7.5","49.21","906.0","300","136","90","16","1","0.5","60.200000000000045","2.874","235","90","264","5.625","73","12.25","1",
"852365199","626450466","159510621","543.7","60.200000000000045","2.874","70.2","40.0","265.0","7.5","49.21","917.0","300","136","90","16","1","0.5","60.200000000000045","2.874","234","90","260","5.625","73","12.625","1",
"852365200","626450679","159510979","546.54","60.200000000000045","2.874","71.2","40.0","265.0","7.5","49.21","933.0","300","136","90","16","1","0.5","60.200000000000045","2.874","241","91","260","5.625","74","12.375","1",
"852365201","626450897","159511352","549.48","60.0","2.883","71.2","40.0","265.0","7.4","49.21","940.0","300","136","90","16","1","0.5","60.0","2.883","238","90","262","5.625","73","12.5","1",
"852365202","626451079","159511726","552.19","60.0","2.883","70.2","40.0","265.0","7.31","49.21","941.0","300","137","91","16","1","0.0","60.0","2.883","240","91","262","5.625","73","12.5","1",
"852365203","626451290","159512106","555.12","59.799999999999955","2.883","70.2","40.25","265.0","7.21","49.21","950.0","300","137","91","16","1","0.0","59.799999999999955","2.883","231","90","266","5.5","73","12.5","1",
"852365204","626451484","159512492","557.96","59.799999999999955","2.883","70.2","40.0","263.0","7.21","49.21","955.0","300","136","91","16","1","0.0","59.799999999999955","2.883","229","91","266","5.5","73","12.25","1",
"852365205","626451714","159512888","561.07","59.60000000000002","2.883","70.2","40.0","262.0","7.21","49.21","948.0","300","137","91","16","1","0.0","59.60000000000002","2.883","234","91","268","5.5","73","12.25","1",
