record.timestamp[s],record.position_lat[semicircles],record.position_long[semicircles],record.distance[m],record.altitude[m],record.speed[m/s],record.vertical_oscillation[mm],record.vertical_ratio[percent],record.step_length[mm],record.unknown,record.heart_rate[bpm],record.cadence[rpm],record.temperature[C],record.activity_type,record.fractional_cadence[rpm],record.enhanced_altitude[m],record.enhanced_speed[m/s],record.stance_time_percent[percent],record.stance_time[ms],record.stance_time_balance[percent],record.developer.0.Power[Watts],record.developer.0.Cadence[RPM],record.developer.0.Ground Time[Milliseconds],record.developer.0.Vertical Oscillation[Centimeters],record.developer.0.Elevation[Meters],record.developer.0.Form Power[Watts],record.developer.0.Leg Spring Stiffness[kN/m],
"856076732","626530030","159420949","5774.8","57.60000000000002","2.687","68.2","7.81","840.0","300","147","92","4","1","0.0","57.60000000000002","2.687","40.0","261.0","50.43","224","92","272","5.0","65380","69","12.75",
"856076733","626529986","159420446","5777.68","57.60000000000002","2.697","68.2","7.81","859.0","300","148","92","4","1","0.0","57.60000000000002","2.697","40.0","261.0","50.43","230","91","270","5.0","65380","69","12.875",
"856076734","626529954","159419918","5780.71","57.39999999999998","2.706","68.2","7.68","876.0","300","147","91","4","1","0.5","57.39999999999998","2.706","40.0","262.0","50.43","230","91","270","5.0","65380","70","12.625",
"856076735","626529887","159419448","5783.45","57.60000000000002","2.725","68.2","7.4","906.0","300","147","91","4","1","0.5","57.60000000000002","2.725","40.0","261.0","50.43","226","91","272","5.125","65380","70","12.75",
"856076736","626529857","159418993","5786.05","57.60000000000002","2.734","68.2","7.31","916.0","300","147","91","4","1","0.5","57.60000000000002","2.734","40.0","261.0","50.43","226","92","276","5.0","65380","69","12.375",
"856076737","626529821","159418548","5788.6","57.60000000000002","2.734","67.2","7.21","919.0","300","147","91","4","1","0.5","57.60000000000002","2.734","39.75","260.0","50.43","225","92","276","4.875","65380","68","12.75",
"856076738","626529825","159418061","5791.37","57.60000000000002","2.734","67.2","7.21","916.0","300","147","92","4","1","0.5","57.60000000000002","2.734","39.75","258.0","50.43","226","92","278","4.875","65380","69","13.0",
"856076739","626529797","159417643","5793.76","57.60000000000002","2.734","67.2","7.31","908.0","300","147","92","4","1","0.5","57.60000000000002","2.734","39.75","258.0","50.43","224","92","268","4.875","65380","69","13.0",
"856076740","626529783","159417212","5796.22","57.799999999999955","2.734","67.2","7.31","903.0","300","147","92","4","1","0.5","57.799999999999955","2.734","39.75","258.0","50.43","227","91","268","5.125","65380","70","13.25",
"856076741","626529782","159416817","5798.46","57.799999999999955","2.725","67.2","7.5","891.0","300","147","92","4","1","0.0","57.799999999999955","2.725","40.0","260.0","50.43","226","93","268","5.0","65380","69","13.0",
"856076742","626529760","159416385","5800.92","57.799999999999955","2.725","67.2","7.5","875.0","300","147","92","4","1","0.0","57.799999999999955","2.725","40.25","261.0","50.43","226","93","270","4.875","65380","69","13.25",
"856076743","626529706","159415915","5803.64","57.799999999999955","2.706","67.2","7.5","854.0","300","147","92","4","1","0.0","57.799999999999955","2.706","40.25","261.0","50.31","226","93","268","4.875","65380","69","13.25",
"856076744","626529656","159415472","5806.2","57.799999999999955","2.706","66.2","7.59","854.0","300","147","92","4","1","0.0","57.799999999999955","2.706","40.5","265.0","50.31","226","92","270","5.0","65380","69","13.25",
"856076745","626529641","159415035","5808.69","57.60000000000002","2.706","67.2","7.68","849.0","300","147","92","4","1","0.0","57.60000000000002","2.706","40.5","264.0","50.31","222","92","268","5.0","65380","70","13.0",
"856076746","626529609","159414607","5811.14","57.799999999999955","2.697","67.2","7.68","849.0","300","147","92","4","1","0.0","57.799999999999955","2.697","40.25","263.0","50.31","222","92","268","5.0","65380","70","13.0",
"856076747","626529589","159414160","5813.69","57.60000000000002","2.678","67.2","7.81","842.0","300","146","92","4","1","0.0","57.60000000000002","2.678","40.25","262.0","50.31","226","90","274","5.0","65380","69","12.75",
"856076748","626529556","159413761","5815.97","57.799999999999955","2.669","67.2","7.9","833.0","300","148","92","4","1","0.0","57.799999999999955","2.669","40.0","260.0","50.31","229","93","268","5.0","65380","69","12.625",
"856076749","626529542","159413305","5818.57","57.60000000000002","2.659","68.2","7.9","834.0","300","148","92","4","1","0.0","57.60000000000002","2.659","40.0","261.0","50.31","228","92","266","5.125","65380","70","13.125",
"856076750","626529488","159412881","5821.02","57.60000000000002","2.659","68.2","8.0","832.0","300","146","92","4","1","0.0","57.60000000000002","2.659","40.5","264.0","50.31","230","92","264","5.125","65380","70","13.125",
"856076751","626529468","159412368","5823.95","57.60000000000002","2.65","68.2","8.0","827.0","300","148","92","4","1","0.0","57.60000000000002","2.65","40.5","263.0","50.31","230","92","264","5.25","65380","71","13.25",
"856076752","626529413","159411866","5826.86","57.799999999999955","2.65","68.2","8.09","822.0","300","148","92","4","1","0.0","57.799999999999955","2.65","40.5","264.0","50.31","226","91","268","5.25","65380","71","13.0",
"856076753","626529403","159411314","5829.99","57.799999999999955","2.65","67.2","8.0","826.0","300","147","92","4","1","0.0","57.799999999999955","2.65","40.5","264.0","50.43","227","92","268","5.125","65380","70","13.0",
"856076754","626529346","159410801","5832.96","57.799999999999955","2.659","67.2","7.9","843.0","300","147","92","4","1","0.0","57.799999999999955","2.659","40.5","263.0","50.43","228","92","266","5.25","65380","71","12.25",
"856076755","626529309","159410309","5835.78","57.799999999999955","2.669","67.2","7.81","866.0","300","147","92","4","1","0.0","57.799999999999955","2.669","40.5","264.0","50.43","228","92","276","5.25","65380","71","12.25",
"856076756","626529299","159409822","5838.55","57.799999999999955","2.678","67.2","7.68","883.0","300","146","92","4","1","0.0","57.799999999999955","2.678","40.25","263.0","50.43","227","92","264","5.25","65379","71","12.75",
"856076757","626529296","159409223","5841.96","57.799999999999955","2.678","67.2","7.5","904.0","300","146","92","4","1","0.0","57.799999999999955","2.678","40.25","263.0","50.43","227","92","272","5.25","65380","71","12.75",
"856076758","626529299","159408689","5844.99","57.60000000000002","2.687","67.2","7.4","911.0","300","147","91","4","1","0.5","57.60000000000002","2.687","40.5","265.0","50.53","228","91","268","5.125","65379","70","13.0",
"856076759","626529243","159408225","5847.68","57.60000000000002","2.706","67.2","7.31","915.0","300","146","91","4","1","0.5","57.60000000000002","2.706","40.5","265.0","50.53","228","91","266","5.125","65379","71","13.0",
"856076760","626529248","159407802","5850.09","57.39999999999998","2.706","67.2","7.12","932.0","300","146","91","4","1","0.5","57.39999999999998","2.706","40.5","265.0","50.53","227","90","268","5.25","65380","71","13.25",
"856076761","626529221","159407374","5852.53","57.39999999999998","2.715","67.2","7.12","936.0","300","147","91","4","1","0.5","57.39999999999998","2.715","40.5","267.0","50.53","227","91","268","5.25","65379","71","13.375",
"856076762","626529159","159406921","5855.17","57.39999999999998","2.706","67.2","7.12","934.0","300","147","91","4","1","0.5","57.39999999999998","2.706","41.0","269.0","50.53","227","91","268","5.25","65379","71","13.25",
"856076763","626529143","159406492","5857.62","57.60000000000002","2.697","66.2","7.12","897.0","300","146","91","4","1","0.5","57.60000000000002","2.697","41.0","269.0","50.53","222","91","270","5.25","65379","71","13.0",
"856076764","626529173","159406013","5860.35","57.39999999999998","2.697","66.2","7.21","887.0","300","146","91","4","1","0.5","57.39999999999998","2.697","40.75","267.0","50.53","223","90","274","5.125","65379","70","12.75",
"856076765","626529172","159405562","5862.91","57.60000000000002","2.687","66.2","7.4","867.0","300","147","92","4","1","0.0","57.60000000000002","2.687","40.75","267.0","50.43","217","91","276","5.125","65379","70","12.5",
"856076766","626529152","159405109","5865.5","57.799999999999955","2.687","71.2","7.59","870.0","300","145","90","4","1","0.5","57.799999999999955","2.687","40.25","266.0","50.43","216","92","276","4.875","65379","68","12.5",
"856076767","626529109","159404685","5867.94","57.799999999999955","2.678","77.0","7.81","895.0","300","146","83","4","1","0.0","57.799999999999955","2.678","40.5","273.0","50.31","217","91","276","5.0","65379","69","12.5",
"856076768","626529125","159404311","5870.0","57.799999999999955","2.678","74.0","7.68","901.0","300","147","82","4","1","0.5","57.799999999999955","2.678","40.5","280.0","50.31","225","92","274","5.0","65379","69","12.5",
"856076769","626529105","159403935","5872.14","57.799999999999955","2.575","73.0","8.0","824.0","300","147","90","4","1","0.0","57.799999999999955","2.575","40.5","278.0","50.31","220","81","276","5.0","65379","69","12.75",
"856076770","626529073","159403547","5874.37","57.60000000000002","2.445","72.2","8.18","801.0","300","147","90","4","1","0.0","57.60000000000002","2.445","40.5","276.0","50.31","198","84","302","6.625","65379","78","13.125",
"856076771","626529008","159403060","5877.2","57.799999999999955","2.314","71.2","8.46","725.0","300","146","90","4","1","0.0","57.799999999999955","2.314","40.25","273.0","50.31","183","88","306","5.5","65379","70","13.5",
"856076772","626528929","159402606","5879.88","57.60000000000002","2.314","70.2","8.59","739.0","300","146","90","4","1","0.5","57.60000000000002","2.314","40.5","273.0","50.43","202","90","302","4.75","65380","66","12.0",
"856076773","626528896","159402136","5882.56","57.60000000000002","2.473","68.2","8.46","774.0","300","146","91","4","1","0.0","57.60000000000002","2.473","40.5","270.0","50.43","209","91","286","4.625","65380","65","12.5",
"856076774","626528843","159401660","5885.32","57.60000000000002","2.501","68.2","8.37","878.0","300","146","91","4","1","0.0","57.60000000000002","2.501","40.5","270.0","50.43","215","90","282","4.875","65379","68","12.5",
"856076775","626528833","159401143","5888.26","57.60000000000002","2.538","69.2","8.09","882.0","300","146","90","4","1","0.0","57.60000000000002","2.538","40.5","271.0","50.43","220","91","282","4.875","65379","68","12.25",
"856076776","626528788","159400612","5891.31","57.60000000000002","2.566","68.2","7.9","881.0","300","146","89","4","1","0.5","57.60000000000002","2.566","40.25","270.0","50.43","220","90","278","5.0","65379","69","12.375",
"856076777","626528760","159400150","5893.95","57.60000000000002","2.594","69.2","7.9","885.0","300","147","89","4","1","0.0","57.60000000000002","2.594","40.25","272.0","50.43","218","89","280","5.125","65379","69","12.5",
"856076778","626528717","159399787","5895.99","57.60000000000002","2.65","72.2","7.5","1166.0","300","147","87","4","1","0.5","57.60000000000002","2.65","40.25","275.0","50.31","213","89","282","5.25","65379","70","12.75",
"856076779","626528717","159399568","5897.03","57.799999999999955","2.65","40.0","5.93","1099.0","300","147","75","4","1","0.5","57.799999999999955","2.65","39.75","288.0","50.21","214","86","284","5.375","65379","71","13.0",
"856076780","626528741","159399602","5897.25","57.799999999999955","2.183","25.2","4.96","857.0","300","147","79","4","1","0.5","57.799999999999955","2.183","39.5","292.0","50.09","212","74","284","5.375","65379","71","13.0",
"856076781","626528739","159399790","5898.25","57.799999999999955","2.127","36.0","4.78","847.0","300","147","88","4","1","0.5","57.799999999999955","2.127","39.5","292.0","49.78","193","58","288","5.5","65379","71","0.0",
"856076782","626528770","159400083","5899.93","57.799999999999955","1.605","71.2","5.93","847.0","300","147","97","4","1","0.0","57.799999999999955","1.605","37.75","254.0","49.68","115","52","288","0.0","65379","16","0.0",
"856076783","626528776","159400578","5902.75","57.799999999999955","1.605","67.2","6.81","843.0","300","148","99","4","1","0.0","57.799999999999955","1.605","36.25","232.0","49.68","163","85","278","10.875","65379","97","17.125",
"856076784","626528829","159401167","5906.13","57.799999999999955","2.193","68.2","11.81","583.0","300","148","100","4","1","0.5","57.799999999999955","2.193","36.25","225.0","49.68","181","97","260","11.25","65379","100","18.625",
"856076785","626528866","159401973","5910.73","57.799999999999955","3.051","68.2","11.5","592.0","300","148","100","4","1","0.5","57.799999999999955","3.051","35.75","220.0","49.59","293","101","224","5.625","65379","76","12.75",
"856076786","626528866","159402893","5915.95","57.60000000000002","3.648","68.2","10.15","820.0","300","151","100","4","1","0.5","57.60000000000002","3.648","35.75","220.0","49.59","325","101","202","5.25","65379","76","13.625",
"856076787","626528946","159403668","5920.42","57.60000000000002","4.18","69.2","8.78","1103.0","300","152","99","4","1","0.5","57.60000000000002","4.18","36.75","225.0","49.59","325","99","202","5.375","65379","76","13.625",
"856076788","626528980","159404471","5925.0","57.60000000000002","4.292","69.2","7.81","1193.0","300","152","99","4","1","0.0","57.60000000000002","4.292","37.0","227.0","49.59","326","99","202","5.375","65379","76","13.625",
"856076789","626528990","159405252","5929.45","57.200000000000045","4.292","68.2","6.71","1256.0","300","153","99","4","1","0.0","57.200000000000045","4.292","37.25","228.0","49.68","322","98","206","5.625","65379","78","13.625",
"856076790","626529024","159406002","5933.73","57.39999999999998","4.236","69.2","6.25","1258.0","300","154","99","4","1","0.0","57.39999999999998","4.236","37.0","225.0","49.78","322","97","206","5.625","65379","78","13.75",
"856076791","626529059","159406746","5937.97","57.60000000000002","4.199","68.2","5.84","1254.0","300","155","99","4","1","0.5","57.60000000000002","4.199","36.75","221.0","49.87","323","98","206","5.75","65379","78","13.5",
"856076792","626529066","159407496","5942.24","57.39999999999998","4.171","68.2","5.65","1257.0","300","155","99","4","1","0.5","57.39999999999998","4.171","36.75","221.0","50.0","322","98","210","5.625","65379","77","13.0",
"856076793","626529135","159408249","5946.56","57.60000000000002","4.124","67.2","5.56","1253.0","300","155","99","4","1","0.5","57.60000000000002","4.124","36.5","219.0","50.0","321","99","210","5.5","65379","77","12.875",
"856076794","626529193","159408958","5950.63","57.60000000000002","4.124","67.2","5.46","1253.0","300","157","99","4","1","0.5","57.60000000000002","4.124","36.25","218.0","50.0","321","99","210","5.375","65379","76","12.875",
"856076795","626529242","159409627","5954.46","57.39999999999998","4.124","69.2","5.34","1269.0","300","158","99","4","1","0.0","57.39999999999998","4.124","36.25","219.0","49.87","321","99","208","5.25","65379","76","13.25",
"856076796","626529244","159410334","5958.48","57.60000000000002","4.078","70.2","5.34","1271.0","300","157","97","4","1","0.0","57.60000000000002","4.078","38.0","231.0","49.87","323","99","208","5.25","65379","76","13.25",
"856076797","626529244","159411003","5962.29","57.39999999999998","4.003","70.2","5.34","1264.0","300","158","97","4","1","0.0","57.39999999999998","4.003","38.25","232.0","49.68","319","97","210","5.5","65379","77","13.5",
